OBJECTID,GEOID,STATE,COUNTY,TRACT,NAME,CNTY_FIPS,EACODE,EANAME,B25002EST1,B25002EST2,B25002EST2_PCT,B25002EST3,B25002EST3_PCT,B25009EST2,B25009EST2_PCT,B25009EST3,B25009EST3_PCT,B25009EST4,B25009EST4_PCT,B25009EST5,B25009EST5_PCT,B25009EST6,B25009EST6_PCT,B25009EST7,B25009EST7_PCT,B25009_OWNOCC_6PLUS,B25009_OWN_6PLUS_PCT,B25009EST10,B25009EST10_PCT,B25009EST11,B25009EST11_PCT,B25009EST12,B25009EST12_PCT,B25009EST13,B25009EST13_PCT,B25009EST14,B25009EST14_PCT,B25009EST15,B25009EST15_PCT,B25009_RENTOCC_6PLUS,B25009_RENT_6PLUS_PCT,B25009_TOT_1,B25009_TOT_1_PCT,B25009_TOT_2,B25009_TOT_2_PCT,B25009_TOT_3,B25009_TOT_3_PCT,B25009_TOT_4,B25009_TOT_4_PCT,B25009_TOT_5,B25009_TOT_5_PCT,B25009_TOT_6PLUS,B25009_TOT_6PLUS_PCT,B25037EST3,B25041EST2,B25041EST2_PCT,B25041EST3,B25041EST3_PCT,B25041EST4,B25041EST4_PCT,B25041_3PLUS_BDR,B25041_3PLUS_BDR_PCT,B25021EST1,B25021EST2,B25021EST3,B25024EST2,B25024EST2_PCT,B25024EST3,B25024EST3_PCT,B25024_2TO4,B25024_2TO4_PCT,B25024_5TO19,B25024_5TO19_PCT,B25024_20PLUS,B25024_20PLUS_PCT,B25024_OTHER,B25024_OTHER_PCT,B25032EST2,B25032EST3,B25032EST3_PCT,B25032EST4,B25032EST4_PCT,B25032_OWN_2TO4,B25032_OWN_2TO4_PCT,B25032_OWN_5TO19,B25032_OWN_5TO19_PCT,B25032_OWN_20PLUS,B25032_OWN_20PLUS_PCT,B25032_OWN_OTHER,B25032_OWN_OTHER_PCT,B25032EST13,B25032EST14,B25032EST14_PCT,B25032EST15,B25032EST15_PCT,B25032_RENT_2TO4,B25032_RENT_2TO4_PCT,B25032_RENT_5TO19,B25032_RENT_5TO19_PCT,B25032_RENT_20PLUS,B25032_RENT_20PLUS_PCT,B25032_RENT_OTHER,B25032_RENT_OTHER_PCT,B25036_OWN_2KPLUS,B25036_OWN_2KPLUS_PCT,B25036_OWN_80TO99,B25036_OWN_80TO99_PCT,B25036_OWN_50TO79,B25036_OWN_50TO79_PCT,B25036_OWN_49MINUS,B25036_OWN_49MINUS_PCT,B25036_RENT_2KPLUS,B25036_RENT_2KPLUS_PCT,B25036_RENT_80TO99,B25036_RENT_80TO99_PCT,B25036_RENT_50TO79,B25036_RENT_50TO79_PCT,B25036_RENT_49MINUS,B25036_RENT_49MINUS_PCT,B25036_RENT_80MINUS,B25036_RENT_80MINUS_PCT,B25036_TOT_2KPLUS,B25036_TOT_2KPLUS_PCT,B25036_TOT_80TO99,B25036_TOT_80TO99_PCT,B25036_TOT_50TO79,B25036_TOT_50TO79_PCT,B25036_TOT_49MINUS,B25036_TOT_49MINUS_PCT,B25068EST2,B25068EST2_PCT,B25068EST4,B25068EST4_PCT,B25068_0BDR_200TO499,B25068_0BDR_200TO499_PCT,B25068_0BDR_500TO999,B25068_0BDR_500TO999_PCT,B25068EST9,B25068EST9_PCT,B25068EST10,B25068EST10_PCT,B25068EST11,B25068EST11_PCT,B25068EST13,B25068EST13_PCT,B25068_1BDR_200TO499,B25068_1BDR_200TO499_PCT,B25068_1BDR_500TO999,B25068_1BDR_500TO999_PCT,B25068EST18,B25068EST18_PCT,B25068EST19,B25068EST19_PCT,B25068EST20,B25068EST20_PCT,B25068EST22,B25068EST22_PCT,B25068_2BDR_200TO499,B25068_2BDR_200TO499_PCT,B25068_2BDR_500TO999,B25068_2BDR_500TO999_PCT,B25068EST27,B25068EST27_PCT,B25068EST28,B25068EST28_PCT,B25068EST29,B25068EST29_PCT,B25068EST31,B25068EST31_PCT,B25068_3PLUSBDR_200TO499,B25068_3PLUSBDR_200TO499_PCT,B25068_3PLUSBDR_500TO999,B25068_3PLUSBDR_500TO999_PCT,B25068EST36,B25068EST36_PCT,B25068EST37,B25068EST37_PCT,B25056_500MINUS,B25056_500MINUS_PCT,B25056_500TO599,B25056_500TO599_PCT,B25056_600TO699,B25056_600TO699_PCT,B25056_700TO799,B25056_700TO799_PCT,B25056EST18,B25056EST18_PCT,B25056EST19,B25056EST19_PCT,B25056EST20,B25056EST20_PCT,B25056EST21,B25056EST21_PCT,B25056EST22,B25056EST22_PCT,B25056EST23,B25056EST23_PCT,B25056EST24,B25056EST24_PCT,B25058EST1,B25042EST3,B25042EST3_PCT,B25042EST4,B25042EST4_PCT,B25042EST5,B25042EST5_PCT,B25042_OWN_3PLUS_BDR,B25042_OWN_3PLUS_BDR_PCT,B25042EST10,B25042EST10_PCT,B25042EST11,B25042EST11_PCT,B25042EST12,B25042EST12_PCT,B25042_RENT_3PLUS_BDR,B25042_RENT_3PLUS_BDR_PCT,B25097EST1,B25097EST2,B25097EST3,B25123_TOT,B25123_TOT_1,B25123_TOT_2,B25123_TOT_3,B25123_TOT_4,B25123EST3,B25123EST3_PCT,B25123EST4,B25123EST4_PCT,B25123EST5,B25123EST5_PCT,B25123EST6,B25123EST6_PCT,B25123EST7,B25123EST7_PCT,B25123EST9,B25123EST9_PCT,B25123EST10,B25123EST10_PCT,B25123EST11,B25123EST11_PCT,B25123EST12,B25123EST12_PCT,B25123EST13,B25123EST13_PCT,Shape__Area,Shape__Length
14483,48439101201,48,439,101201,Census Tract 1012.01,48439,,,848,683,80.54,165,19.46,433,63.4,102,23.56,135,31.18,109,25.17,44,10.16,32,7.39,11,2.54,250,36.6,0,0.0,75,30.0,54,21.6,79,31.6,0,0.0,42,16.8,102,14.93,210,30.75,163,23.87,123,18.01,32,4.69,53,7.76,1967.0,7,0.83,8,0.94,231,27.24,602,70.99,5.7,6.8,5.1,714,84.2,47,5.54,20,2.36,0,0.0,0,0.0,67,7.9,433,395,91.22,9,2.08,0,0.0,0,0.0,0,0.0,29,6.7,250,250,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,166,38.34,77,17.78,145,33.49,45,10.39,24,9.6,37,14.8,180,72.0,9,3.6,189,75.6,190,27.82,114,16.69,325,47.58,54,7.91,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,128,51.2,0,0.0,0,0.0,50,39.06,78,60.94,0,0.0,122,48.8,0,0.0,0,0.0,28,22.95,94,77.05,0,0.0,14,5.6,34,13.6,49,19.6,22,8.8,77,30.8,9,3.6,45,18.0,0,0.0,0,0.0,0,0.0,0,0.0,808.0,7,1.62,8,1.85,45,10.39,373,86.14,0,0.0,0,0.0,128,51.2,122,48.8,226300.0,282700.0,117300.0,560,123,0,0,0,76,17.55,0,0.0,0,0.0,0,0.0,357,82.45,47,18.8,0,0.0,0,0.0,0,0.0,203,81.2,25050079.3945313,29059.3399018157
14488,48439113624,48,439,113624,Census Tract 1136.24,48439,,,1542,1519,98.51,23,1.49,1083,71.3,144,13.3,299,27.61,201,18.56,174,16.07,186,17.17,79,7.29,436,28.7,155,35.55,89,20.41,113,25.92,34,7.8,45,10.32,0,0.0,299,19.68,388,25.54,314,20.67,208,13.69,231,15.21,79,5.2,1983.0,44,2.85,117,7.59,44,2.85,1337,86.71,6.1,6.7,4.6,1324,85.86,19,1.23,19,1.23,138,8.95,42,2.72,0,0.0,1083,1083,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,436,241,55.28,19,4.36,19,4.36,115,26.38,42,9.63,0,0.0,110,10.16,632,58.36,341,31.49,0,0.0,8,1.83,277,63.53,151,34.63,0,0.0,151,34.63,118,7.77,909,59.84,492,32.39,0,0.0,38,8.72,0,0.0,0,0.0,9,23.68,29,2900.0,0,0.0,94,21.56,0,0.0,0,0.0,31,32.98,63,67.02,0,0.0,44,10.09,0,0.0,0,0.0,0,0.0,44,100.0,0,0.0,260,59.63,0,0.0,0,0.0,0,0.0,260,100.0,0,0.0,0,0.0,0,0.0,0,0.0,15,3.44,75,17.2,42,9.63,44,10.09,53,12.16,207,47.48,0,0.0,0,0.0,1448.0,6,0.55,0,0.0,0,0.0,1077,99.45,38,8.72,94,21.56,44,10.09,260,59.63,242900.0,244600.0,238700.0,1244,275,0,0,0,135,12.47,0,0.0,0,0.0,0,0.0,948,87.53,140,32.11,0,0.0,0,0.0,0,0.0,296,67.89,3493014.91015625,9123.61884662167
14515,48439113625,48,439,113625,Census Tract 1136.25,48439,,,1234,1168,94.65,66,5.35,1057,90.5,161,15.23,475,44.94,228,21.57,90,8.51,97,9.18,6,0.57,111,9.5,22,19.82,41,36.94,7,6.31,25,22.52,0,0.0,16,14.41,183,15.67,516,44.18,235,20.12,115,9.85,97,8.3,22,1.88,1983.0,8,0.65,15,1.22,23,1.86,1188,96.27,7.3,7.4,6.8,1165,94.41,9,0.73,42,3.4,18,1.46,0,0.0,0,0.0,1057,1043,98.68,9,0.85,0,0.0,5,0.47,0,0.0,0,0.0,111,56,50.45,0,0.0,42,37.84,13,11.71,0,0.0,0,0.0,21,1.99,617,58.37,419,39.64,0,0.0,0,0.0,71,63.96,40,36.04,0,0.0,40,36.04,21,1.8,688,58.9,459,39.3,0,0.0,8,7.21,0,0.0,0,0.0,0,0.0,8,800.0,0,0.0,15,13.51,0,0.0,0,0.0,15,100.0,0,0.0,0,0.0,23,20.72,0,0.0,0,0.0,0,0.0,23,100.0,0,0.0,65,58.56,0,0.0,0,0.0,0,0.0,65,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,7,6.31,23,20.72,25,22.52,16,14.41,8,7.21,32,28.83,0,0.0,1258.0,0,0.0,0,0.0,0,0.0,1057,100.0,8,7.21,15,13.51,23,20.72,65,58.56,313900.0,351400.0,266500.0,966,202,0,0,0,164,15.52,0,0.0,0,0.0,0,0.0,893,84.48,38,34.23,0,0.0,0,0.0,0,0.0,73,65.77,2962337.7734375,8527.90573083744
14516,48439113626,48,439,113626,Census Tract 1136.26,48439,,,1491,1438,96.45,53,3.55,1257,87.41,263,20.92,588,46.78,234,18.62,123,9.79,34,2.7,15,1.19,181,12.59,42,23.2,64,35.36,37,20.44,8,4.42,0,0.0,30,16.57,305,21.21,652,45.34,271,18.85,131,9.11,34,2.36,45,3.13,1982.0,0,0.0,35,2.35,81,5.43,1375,92.22,7.0,7.2,6.0,1457,97.72,25,1.68,0,0.0,0,0.0,9,0.6,0,0.0,1257,1249,99.36,8,0.64,0,0.0,0,0.0,0,0.0,0,0.0,181,155,85.64,17,9.39,0,0.0,0,0.0,9,4.97,0,0.0,98,7.8,724,57.6,435,34.61,0,0.0,34,18.78,72,39.78,75,41.44,0,0.0,75,41.44,132,9.18,796,55.35,510,35.47,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,4.97,0,0.0,0,0.0,0,0.0,9,100.0,0,0.0,32,17.68,0,0.0,0,0.0,0,0.0,32,100.0,0,0.0,140,77.35,0,0.0,0,0.0,34,24.29,81,57.86,25,17.86,0,0.0,0,0.0,0,0.0,36,19.89,17,9.39,13,7.18,16,8.84,26,14.36,40,22.1,8,4.42,25,13.81,1188.0,0,0.0,26,2.07,49,3.9,1182,94.03,0,0.0,9,4.97,32,17.68,140,77.35,258500.0,264100.0,250000.0,1153,285,0,0,0,246,19.57,0,0.0,0,0.0,0,0.0,1011,80.43,39,21.55,0,0.0,0,0.0,0,0.0,142,78.45,3181789.9296875,8655.04893173382
14523,48439114110,48,439,114110,Census Tract 1141.10,48439,,,2369,2192,92.53,177,7.47,2086,95.16,130,6.23,656,31.45,511,24.5,330,15.82,67,3.21,392,18.79,106,4.84,0,0.0,0,0.0,0,0.0,0,0.0,106,100.0,0,0.0,130,5.93,656,29.93,511,23.31,330,15.05,173,7.89,392,17.88,,0,0.0,0,0.0,0,0.0,2369,100.0,7.3,7.4,,2341,98.82,0,0.0,0,0.0,0,0.0,0,0.0,28,1.18,2086,2086,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,106,106,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1714,82.17,189,9.06,183,8.77,0,0.0,106,100.0,0,0.0,0,0.0,0,0.0,0,0.0,1820,83.03,189,8.62,183,8.35,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,106,100.0,0,0.0,0,0.0,0,0.0,106,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,106,100.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,0.0,0,0.0,2086,100.0,0,0.0,0,0.0,0,0.0,106,100.0,317900.0,327300.0,299000.0,1938,254,0,0,0,254,12.18,0,0.0,0,0.0,0,0.0,1832,87.82,0,0.0,0,0.0,0,0.0,0,0.0,106,100.0,36594930.6953125,30503.7018968632
14524,48439104302,48,439,104302,Census Tract 1043.02,48439,,,1842,1486,80.67,356,19.33,837,56.33,155,18.52,242,28.91,76,9.08,212,25.33,128,15.29,24,2.87,649,43.67,366,56.39,211,32.51,72,11.09,0,0.0,0,0.0,0,0.0,521,35.06,453,30.48,148,9.96,212,14.27,128,8.61,24,1.62,2000.0,18,0.98,615,33.39,372,20.2,837,45.44,5.7,7.3,3.5,1067,57.93,34,1.85,96,5.21,145,7.87,500,27.14,0,0.0,837,779,93.07,18,2.15,0,0.0,0,0.0,40,4.78,0,0.0,649,185,28.51,16,2.47,36,5.55,97,14.95,315,48.54,0,0.0,69,8.24,52,6.21,110,13.14,606,72.4,327,50.39,120,18.49,144,22.19,58,8.94,202,31.12,396,26.65,172,11.57,254,17.09,664,44.68,18,2.77,0,0.0,0,0.0,0,0.0,18,100.0,0,0.0,313,48.23,0,0.0,0,0.0,62,19.81,236,75.4,15,4.79,257,39.6,0,0.0,0,0.0,36,14.01,221,85.99,0,0.0,61,9.4,0,0.0,0,0.0,0,0.0,61,100.0,0,0.0,0,0.0,0,0.0,17,2.62,62,9.55,0,0.0,87,13.41,109,16.8,117,18.03,193,29.74,49,7.55,15,2.31,1340.0,0,0.0,109,13.02,115,13.74,613,73.24,18,2.77,313,48.23,257,39.6,61,9.4,476600.0,532300.0,422300.0,974,512,0,0,0,309,36.92,0,0.0,0,0.0,0,0.0,528,63.08,203,31.28,0,0.0,0,0.0,0,0.0,446,68.72,2192335.91796875,6568.16809471075
14525,48439106522,48,439,106522,Census Tract 1065.22,48439,,,1674,1531,91.46,143,8.54,775,50.62,110,14.19,347,44.77,37,4.77,80,10.32,116,14.97,85,10.97,756,49.38,396,52.38,130,17.2,0,0.0,123,16.27,0,0.0,107,14.15,506,33.05,477,31.16,37,2.42,203,13.26,116,7.58,192,12.54,1990.0,64,3.82,416,24.85,198,11.83,996,59.5,4.9,5.9,3.7,826,49.34,0,0.0,160,9.56,261,15.59,119,7.11,308,18.4,775,646,83.35,0,0.0,0,0.0,0,0.0,0,0.0,129,16.65,756,129,17.06,0,0.0,160,21.16,203,26.85,85,11.24,179,23.68,487,62.84,277,35.74,11,1.42,0,0.0,160,21.16,596,78.84,0,0.0,0,0.0,0,0.0,647,42.26,873,57.02,11,0.72,0,0.0,64,8.47,0,0.0,0,0.0,64,100.0,0,0.0,0,0.0,306,40.48,0,0.0,0,0.0,306,100.0,0,0.0,0,0.0,129,17.06,0,0.0,0,0.0,71,55.04,58,44.96,0,0.0,257,33.99,0,0.0,0,0.0,130,50.58,127,49.42,0,0.0,0,0.0,169,22.35,155,20.5,227,30.03,78,10.32,78,10.32,0,0.0,49,6.48,0,0.0,0,0.0,0,0.0,727.0,0,0.0,18,2.32,69,8.9,688,88.77,64,8.47,306,40.48,129,17.06,257,33.99,143900.0,198100.0,,677,757,97,0,0,138,17.81,44,5.68,0,0.0,0,0.0,593,76.52,619,81.88,53,7.01,0,0.0,0,0.0,84,11.11,4914571.328125,8990.81139889061
14526,48439113937,48,439,113937,Census Tract 1139.37,48439,,,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,0.0,0,0.0,0,0.0,,,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,,,,0,0,0,0,0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,2547481.78125,6852.20549774433
14541,48439105518,48,439,105518,Census Tract 1055.18,48439,,,1627,1627,100.0,0,0.0,704,43.27,160,22.73,412,58.52,11,1.56,45,6.39,35,4.97,41,5.82,923,56.73,523,56.66,233,25.24,102,11.05,45,4.88,20,2.17,0,0.0,683,41.98,645,39.64,113,6.95,90,5.53,55,3.38,41,2.52,1989.0,152,9.34,290,17.82,273,16.78,912,56.05,4.7,6.2,3.2,839,51.57,0,0.0,136,8.36,366,22.5,286,17.58,0,0.0,704,704,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,923,135,14.63,0,0.0,136,14.73,366,39.65,286,30.99,0,0.0,280,39.77,405,57.53,19,2.7,0,0.0,276,29.9,514,55.69,133,14.41,0,0.0,133,14.41,556,34.17,919,56.48,152,9.34,0,0.0,152,16.47,0,0.0,0,0.0,129,84.87,23,2300.0,0,0.0,290,31.42,0,0.0,0,0.0,70,24.14,220,75.86,0,0.0,263,28.49,0,0.0,0,0.0,30,11.41,233,88.59,0,0.0,218,23.62,0,0.0,0,0.0,0,0.0,208,95.41,10,4.59,0,0.0,0,0.0,0,0.0,159,17.23,90,9.75,48,5.2,316,34.24,120,13.0,169,18.31,11,1.19,10,1.08,1126.0,0,0.0,0,0.0,10,1.42,694,98.58,152,16.47,290,31.42,263,28.49,218,23.62,237800.0,246000.0,199400.0,1047,524,56,0,0,230,32.67,0,0.0,0,0.0,0,0.0,474,67.33,294,31.85,56,6.07,0,0.0,0,0.0,573,62.08,3827669.7890625,8444.65937846815
14542,48439105515,48,439,105515,Census Tract 1055.15,48439,,,2526,2417,95.68,109,4.32,1361,56.31,175,12.86,452,33.21,125,9.18,561,41.22,27,1.98,21,1.54,1056,43.69,422,39.96,287,27.18,178,16.86,56,5.3,113,10.7,0,0.0,597,24.7,739,30.58,303,12.54,617,25.53,140,5.79,21,0.87,1992.0,111,4.39,443,17.54,533,21.1,1439,56.97,5.1,6.3,3.0,1355,53.64,127,5.03,160,6.33,548,21.69,287,11.36,49,1.94,1361,1235,90.74,106,7.79,0,0.0,20,1.47,0,0.0,0,0.0,1056,91,8.62,21,1.99,109,10.32,499,47.25,287,27.18,49,4.64,1025,75.31,206,15.14,130,9.55,0,0.0,402,38.07,375,35.51,279,26.42,0,0.0,279,26.42,1427,59.04,581,24.04,409,16.92,0,0.0,111,10.51,0,0.0,0,0.0,15,13.51,96,9600.0,0,0.0,443,41.95,53,11.96,20,4.51,281,63.43,89,20.09,0,0.0,226,21.4,0,0.0,0,0.0,14,6.19,212,93.81,0,0.0,276,26.14,0,0.0,0,0.0,64,23.19,163,59.06,49,17.75,120,11.36,0,0.0,65,6.16,183,17.33,116,10.98,188,17.8,150,14.2,134,12.69,39,3.69,12,1.14,49,4.64,910.0,0,0.0,0,0.0,227,16.68,1134,83.32,111,10.51,443,41.95,226,21.4,276,26.14,173800.0,171600.0,228900.0,1477,885,55,0,0,202,14.84,0,0.0,0,0.0,0,0.0,1159,85.16,683,64.68,55,5.21,0,0.0,0,0.0,318,30.11,3900304.4453125,9067.31251719928
14543,48439105705,48,439,105705,Census Tract 1057.05,48439,,,2008,1855,92.38,153,7.62,871,46.95,143,16.42,456,52.35,120,13.78,32,3.67,75,8.61,45,5.17,984,53.05,468,47.56,227,23.07,195,19.82,94,9.55,0,0.0,0,0.0,611,32.94,683,36.82,315,16.98,126,6.79,75,4.04,45,2.43,1984.0,112,5.58,548,27.29,373,18.58,975,48.56,4.4,5.1,3.2,898,44.72,209,10.41,160,7.97,585,29.13,156,7.77,0,0.0,871,845,97.01,26,2.99,0,0.0,0,0.0,0,0.0,0,0.0,984,53,5.39,183,18.6,160,16.26,532,54.07,56,5.69,0,0.0,35,4.02,803,92.19,33,3.79,0,0.0,16,1.63,757,76.93,211,21.44,0,0.0,211,21.44,51,2.75,1560,84.1,244,13.15,0,0.0,52,5.28,0,0.0,0,0.0,52,100.0,0,0.0,0,0.0,438,44.51,0,0.0,0,0.0,438,100.0,0,0.0,0,0.0,329,33.43,0,0.0,44,13.37,8,2.43,277,84.19,0,0.0,165,16.77,0,0.0,0,0.0,0,0.0,165,100.0,0,0.0,44,4.47,53,5.39,205,20.83,197,20.02,239,24.29,146,14.84,84,8.54,16,1.63,0,0.0,0,0.0,0,0.0,796.0,0,0.0,17,1.95,44,5.05,810,93.0,52,5.28,438,44.51,329,33.43,165,16.77,133000.0,127300.0,146900.0,1269,586,0,0,0,131,15.04,0,0.0,0,0.0,0,0.0,740,84.96,455,46.24,0,0.0,0,0.0,0,0.0,529,53.76,2217600.50390625,6594.37202534521
14570,48439113630,48,439,113630,Census Tract 1136.30,48439,,,1523,1503,98.69,20,1.31,648,43.11,246,37.96,264,40.74,82,12.65,51,7.87,5,0.77,0,0.0,855,56.89,307,35.91,195,22.81,218,25.5,108,12.63,27,3.16,0,0.0,553,36.79,459,30.54,300,19.96,159,10.58,32,2.13,0,0.0,1982.0,64,4.2,428,28.1,396,26.0,635,41.69,4.6,5.7,3.6,578,37.95,185,12.15,216,14.18,451,29.61,93,6.11,0,0.0,648,481,74.23,112,17.28,48,7.41,7,1.08,0,0.0,0,0.0,855,97,11.35,53,6.2,168,19.65,444,51.93,93,10.88,0,0.0,39,6.02,423,65.28,186,28.7,0,0.0,10,1.17,511,59.77,334,39.06,0,0.0,334,39.06,49,3.26,934,62.14,520,34.6,0,0.0,64,7.49,0,0.0,0,0.0,19,29.69,45,4500.0,0,0.0,389,45.5,0,0.0,0,0.0,320,82.26,63,16.2,6,1.54,221,25.85,0,0.0,0,0.0,10,4.52,197,89.14,14,6.33,181,21.17,0,0.0,0,0.0,0,0.0,142,78.45,39,21.55,0,0.0,0,0.0,10,1.17,189,22.11,205,23.98,103,12.05,205,23.98,46,5.38,38,4.44,0,0.0,59,6.9,897.0,0,0.0,39,6.02,155,23.92,454,70.06,64,7.49,389,45.5,221,25.85,181,21.17,232100.0,249600.0,204200.0,1013,490,0,0,0,94,14.51,0,0.0,0,0.0,0,0.0,554,85.49,396,46.32,0,0.0,0,0.0,0,0.0,459,53.68,2316805.5859375,7013.21723606317
14602,48439100800,48,439,100800,Census Tract 1008,48439,,,1779,1671,93.93,108,6.07,1144,68.46,167,14.6,419,36.63,195,17.05,218,19.06,39,3.41,106,9.27,527,31.54,64,12.14,129,24.48,130,24.67,89,16.89,59,11.2,56,10.63,231,13.82,548,32.79,325,19.45,307,18.37,98,5.86,162,9.69,1940.0,53,2.98,155,8.71,462,25.97,1109,62.34,5.4,5.6,5.1,1601,89.99,96,5.4,59,3.32,0,0.0,0,0.0,23,1.29,1144,1121,97.99,0,0.0,0,0.0,0,0.0,0,0.0,23,2.01,527,394,74.76,74,14.04,59,11.2,0,0.0,0,0.0,0,0.0,85,7.43,9,0.79,146,12.76,904,79.02,71,13.47,0,0.0,106,20.11,350,66.41,456,86.53,156,9.34,9,0.54,252,15.08,1254,75.04,29,5.5,0,0.0,0,0.0,29,100.0,0,0.0,0,0.0,67,12.71,0,0.0,0,0.0,67,100.0,0,0.0,0,0.0,142,26.94,0,0.0,10,7.04,132,92.96,0,0.0,0,0.0,289,54.84,0,0.0,0,0.0,58,20.07,199,68.86,32,11.07,18,3.42,195,37.0,10,1.9,210,39.85,62,11.76,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,32,6.07,709.0,24,2.1,37,3.23,289,25.26,794,69.41,29,5.5,67,12.71,142,26.94,289,54.84,87100.0,87200.0,87000.0,1270,370,31,0,0,217,18.97,8,0.7,0,0.0,0,0.0,919,80.33,153,29.03,23,4.36,0,0.0,0,0.0,351,66.6,3786345.390625,8915.94084947367
14603,48439113810,48,439,113810,Census Tract 1138.10,48439,,,1524,1489,97.7,35,2.3,1289,86.57,291,22.58,424,32.89,300,23.27,106,8.22,133,10.32,35,2.72,200,13.43,51,25.5,32,16.0,19,9.5,0,0.0,40,20.0,58,29.0,342,22.97,456,30.62,319,21.42,106,7.12,173,11.62,93,6.25,1981.0,5,0.33,0,0.0,49,3.22,1470,96.46,5.5,5.6,4.9,1524,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,1289,1289,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,200,200,100.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,138,10.71,483,37.47,668,51.82,0,0.0,0,0.0,113,56.5,87,43.5,0,0.0,87,43.5,138,9.27,596,40.03,755,50.71,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,34,17.0,0,0.0,0,0.0,0,0.0,34,100.0,0,0.0,166,83.0,0,0.0,0,0.0,15,9.04,141,84.94,10,6.02,0,0.0,0,0.0,0,0.0,16,8.0,0,0.0,27,13.5,115,57.5,20,10.0,12,6.0,0,0.0,10,5.0,1113.0,5,0.39,0,0.0,15,1.16,1269,98.45,0,0.0,0,0.0,34,17.0,166,83.0,140400.0,147500.0,120100.0,1085,354,50,0,0,275,21.33,0,0.0,0,0.0,0,0.0,1014,78.67,79,39.5,50,25.0,0,0.0,0,0.0,71,35.5,3869330.46484375,9464.80948915168
